timestamp_s,acc_x,acc_y,acc_z,totalAcc_g, vertVel_fps,yaw_deg, pitch_deg, roll_deg, tilt_deg,pressure_hpa,altitude_ft,temp_f,flight_state,drogue1,drogue2,main1,main2
16.6,0,1.6,0,1,-11.2,-9.5,-0.9,0.2,0.9,982.2,-0.9,89.4,1,N,N,N,N
16.6,0.2,0.1,1,1,-11.3,-20.3,-2.2,-0.5,2.2,982.2,-0.9,89.4,1,N,N,N,N
16.7,0.2,0.1,1,1,-10.3,-20.3,-2.2,-0.5,2.2,982.1,2.7,89.4,1,N,N,N,N
16.8,0.2,0.1,1,1,-10.4,-31.3,-1.6,-0.2,1.6,982.2,-0.5,89.4,1,N,N,N,N
16.8,0.1,0.2,0.9,0.9,-10.7,-42.6,3,3.1,4.3,982.2,-0.5,89.4,1,N,N,N,N
16.9,0.1,0.2,0.9,0.9,-9.4,-42.6,3,3.1,4.3,982.2,-0.4,89.4,1,N,N,N,N
17,0.1,0.2,0.9,1,-8.4,-49.3,11,8.6,13.9,982.2,-0.1,89.4,1,N,N,N,N
17,-0.2,0.4,0.8,0.9,-9,-50.4,21.6,14.8,26,982.2,-0.1,89.4,1,N,N,N,N
17.1,-0.2,0.4,0.8,0.9,-8.7,-50.4,21.6,14.8,26,982.2,-0.7,89.4,1,N,N,N,N
17.2,-0.2,0.4,0.8,0.9,-8.4,-45.9,32,23.9,39.2,982.2,-1.1,89.4,1,N,N,N,N
17.2,-0.6,0.7,0.5,1,-9.7,-35.2,42,37.7,53.9,982.2,-1.1,89.4,1,N,N,N,N
17.3,-0.6,0.7,0.5,1.1,-8.2,-32.4,42.9,40.7,56.2,982.2,-0.8,89.4,1,N,N,N,N
17.4,-0.6,0.7,0.5,1,-9.4,-21.6,44.8,49.2,62.3,982.2,-1.1,89.4,1,N,N,N,N
17.4,-0.6,0.6,0.3,0.9,-11.6,-8.1,46.3,60.7,70.1,982.2,-1.1,89.4,1,N,N,N,N
17.5,-0.6,0.6,0.3,0.9,-10.7,-8.1,46.3,60.7,70.1,982.3,-2.1,89.4,1,N,N,N,N
17.6,-0.6,0.6,0.3,1,-11.2,3.2,44.5,69,75.1,982.2,0.2,89.4,1,N,N,N,N
17.6,-0.7,0.8,0.1,1.1,-13.7,11.7,41.2,73,77.2,982.2,0.2,89.4,1,N,N,N,N
17.7,-0.7,0.8,0.1,1.1,-11.1,11.7,41.2,73,77.2,982.2,0.2,89.4,1,N,N,N,N
17.8,-0.7,0.8,0.1,1,-12.8,17.6,41.8,77,80.3,982.1,2,89.4,1,N,N,N,N
17.8,-0.7,0.7,0.2,1,-15.5,18.8,46.1,80.5,83.4,982.1,2,89.4,1,N,N,N,N
17.9,-0.7,0.7,0.2,1,-13.3,18.8,46.1,80.5,83.4,982.1,1.2,89.4,1,N,N,N,N
18,-0.7,0.7,0.2,1,-14.7,18.6,51.2,82.8,85.5,982.2,-0.3,89.4,1,N,N,N,N
18,-0.7,0.7,0.1,1,-17.7,21.8,53.6,84.5,86.7,982.2,-0.3,89.4,1,N,N,N,N
18.1,-0.7,0.7,0.1,1,-16.2,21.8,53.6,84.5,86.7,982.1,1,89.4,1,N,N,N,N
18.2,-0.7,0.7,0.1,1,-17,25.2,54.3,84.8,86.9,982.1,1.3,89.4,1,N,N,N,N
18.2,-0.7,0.7,0.2,1,-19.7,25.6,52.1,82.5,85.3,982.1,1.3,89.4,1,N,N,N,N
18.3,-0.7,0.7,0.2,1,-17.3,25.6,52.1,82.5,85.3,982.1,3.3,89.4,1,N,N,N,N
18.4,-0.7,0.7,0.2,1,-17.1,26.1,51.2,80.9,84.3,982.1,2.7,89.4,1,N,N,N,N
18.4,-0.7,0.7,0.2,1,-19.8,28.3,50.8,80.7,84.1,982.1,2.7,89.4,1,N,N,N,N
18.5,-0.7,0.7,0.2,1,-19,28.3,50.8,80.7,84.1,982.1,2.2,89.4,1,N,N,N,N
18.6,-0.7,0.7,0.2,1,-19.1,29.7,51.5,80.1,83.8,982.1,0.3,89.4,1,N,N,N,N
18.6,-0.8,0.6,0.2,1,-21.8,27.8,53,77.6,82.6,982.1,0.3,89.4,1,N,N,N,N
18.7,-0.8,0.6,0.2,1,-20.1,27.8,53,77.6,82.6,982.1,0.2,89.4,1,N,N,N,N
18.8,-0.8,0.6,0.2,1,-21,28.3,52.2,78.1,82.7,982.1,1.4,89.4,1,N,N,N,N
18.8,-0.8,0.7,0.1,1.1,-23.8,29.5,50.4,80.3,83.8,982.1,1.4,89.4,1,N,N,N,N
18.9,-0.8,0.7,0.1,1.1,-21.4,29.5,50.4,80.3,83.8,982.2,-0.8,89.4,1,N,N,N,N
19,-0.8,0.7,0.1,1.1,-22.7,28.9,49.9,82.3,85,982.1,0.7,89.4,1,N,N,N,N
19,-0.7,0.7,0.1,1,-25.6,26.5,49.2,82.5,85.1,982.1,0.7,89.4,1,N,N,N,N
19.1,-0.7,0.7,0.1,1,-21.7,26.5,49.2,82.5,85.1,982.1,1.5,89.4,1,N,N,N,N
19.2,-0.7,0.7,0.1,0.9,-21.9,24.8,49.4,83.2,85.5,982.1,0,89.4,1,N,N,N,N
19.2,-0.7,0.6,0.1,0.9,-24.9,23.3,49.2,85.3,86.9,982.1,0,89.4,1,N,N,N,N
19.3,-0.7,0.6,0.1,0.9,-22.5,22.8,48.8,85.8,87.2,982.1,-0.1,89.4,1,N,N,N,N
19.4,-0.7,0.6,0.1,1,-24.2,20.6,47.9,87.4,88.2,982.2,-0.7,89.4,1,N,N,N,N
19.4,-0.8,0.8,0,1.1,-27.4,17,47.7,90.2,90.1,982.2,-0.7,89.4,1,N,N,N,N
19.5,-0.8,0.8,0,1.1,-24.5,17,47.7,90.2,90.1,982.1,-0.3,89.4,1,N,N,N,N
19.6,-0.8,0.8,0,1,-25.1,13,48.6,93.3,92.2,982.2,-1.1,89.4,1,N,N,N,N
19.6,-0.7,0.6,-0.1,0.9,-28.5,9.1,50.6,95,93.2,982.2,-1.1,89.4,1,N,N,N,N
19.7,-0.7,0.6,-0.1,0.9,-26.1,9.1,50.6,95,93.2,982.2,-0.4,89.4,1,N,N,N,N
19.8,-0.7,0.6,-0.1,1,-26.4,3.4,53.1,94,92.4,982.2,-1.8,89.4,1,N,N,N,N
19.8,-0.8,0.7,-0.1,1,-30,3.2,56,95.5,93.1,982.2,-1.8,89.4,1,N,N,N,N
19.9,-0.8,0.7,-0.1,1,-27.9,3.2,56,95.5,93.1,982.2,-1.5,89.4,1,N,N,N,N
20,-0.8,0.7,-0.1,1,-28.1,5.8,58.2,100.5,95.5,982.2,-1.6,89.4,1,N,N,N,N
20,-0.7,0.8,-0.1,1,-31.6,8.8,58.6,103.8,97.2,982.2,-1.6,89.4,1,N,N,N,N
20.1,-0.7,0.8,-0.1,1,-28.8,8.8,58.6,103.8,97.2,982.2,-1.3,89.4,1,N,N,N,N
20.2,-0.7,0.8,-0.1,1,-27.5,4.8,58.1,98.8,94.7,982.1,0.4,89.4,1,N,N,N,N
20.2,-0.8,0.8,0,1.1,-30.6,-1.5,59.1,91.6,90.8,982.1,0.4,89.4,1,N,N,N,N
20.3,-0.8,0.8,0,1.1,-27.6,-1.5,59.1,91.6,90.8,982.2,-1.2,89.4,1,N,N,N,N
20.4,-0.8,0.8,0,0.9,-27.8,-5.1,61.2,86.6,88.3,982.2,0.2,89.4,1,N,N,N,N
20.4,-0.8,0.7,0.1,1,-30.8,-7.1,61.8,83.4,86.8,982.2,0.2,89.4,1,N,N,N,N
20.5,-0.8,0.7,0.1,1,-27.9,-7.1,61.8,83.4,86.8,982.2,-2.3,89.4,1,N,N,N,N
20.6,-0.8,0.7,0.1,1.1,-28.7,-13,63.6,78.5,84.8,982.2,-0.7,89.4,1,N,N,N,N
20.6,-0.8,0.7,0.1,1,-31.9,-22.2,64.1,71.7,82,982.2,-0.7,89.4,1,N,N,N,N
20.7,-0.8,0.7,0.1,1,-28.2,-22.2,64.1,71.7,82,982.2,-0.3,89.4,1,N,N,N,N
20.8,-0.8,0.7,0.1,1,-27.8,-21.3,65.8,75.6,84,982.2,-1.1,89.4,1,N,N,N,N
20.8,-0.7,0.6,0,0.9,-31.3,-15.7,65.7,82.8,87,982.2,-1.1,89.4,1,N,N,N,N
20.9,-0.7,0.6,0,0.9,-27.4,-15.7,65.7,82.8,87,982.1,1.7,89.4,1,N,N,N,N
21,-0.7,0.6,0,0.9,-26.2,-9.5,65.1,88,89.1,982.1,1.9,89.3,1,N,N,N,N
21,-0.8,0.6,-0.2,1,-29.9,-3.4,65.9,92.6,91.1,982.1,1.9,89.3,1,N,N,N,N
21.1,-0.8,0.6,-0.2,1,-25.8,-3.4,65.9,92.6,91.1,982,3.5,89.3,1,N,N,N,N
21.2,-0.8,0.6,-0.2,1,-25.8,1.8,67.7,96,92.3,982,4.6,89.3,1,N,N,N,N
21.2,-0.8,0.6,-0.2,1,-29.7,10.2,68.1,102,94.5,982,4.6,89.3,1,N,N,N,N
21.3,-0.8,0.6,-0.2,1,-25.4,8.5,68,100.5,93.9,981.9,6.2,89.3,1,N,N,N,N
21.4,-0.8,0.6,-0.2,0.9,-26,10.6,68,99.4,93.5,981.8,7.1,89.3,1,N,N,N,N
21.4,-0.8,0.7,-0.1,1,-29.4,13.9,66.3,99.4,93.8,981.8,7.1,89.3,1,N,N,N,N
21.5,-0.8,0.7,-0.1,1,-25.4,13.9,66.3,99.4,93.8,981.9,5.6,89.3,1,N,N,N,N
21.6,-0.8,0.7,-0.1,1.1,-25.4,17.7,65.6,100.8,94.5,981.8,7.7,89.2,1,N,N,N,N
21.6,-0.7,0.7,0,1,-28.7,18.9,63.9,100.9,94.8,981.8,7.7,89.2,1,N,N,N,N
21.7,-0.7,0.7,0,1,-24.6,18.9,63.9,100.9,94.8,981.7,8.7,89.2,1,N,N,N,N
21.8,-0.7,0.7,0,1,-25.1,19.4,63.3,100.1,94.6,981.7,7.3,89.2,1,N,N,N,N
21.8,-0.7,0.6,-0.1,1,-28.4,22.2,63.8,102.4,95.5,981.7,7.3,89.2,1,N,N,N,N
21.9,-0.7,0.6,-0.1,1,-25,22.2,63.8,102.4,95.5,981.7,8.5,89.2,1,N,N,N,N
22,-0.7,0.6,-0.1,0.9,-25.6,22.9,65.8,103.2,95.4,981.6,9.2,89.2,1,N,N,N,N
22,-0.8,0.6,-0.2,1,-29.3,24.6,66,105.9,96.4,981.6,9.2,89.2,1,N,N,N,N
22.1,-0.8,0.6,-0.2,1,-26.2,24.6,66,105.9,96.4,981.6,7.7,89.2,1,N,N,N,N
22.2,-0.8,0.6,-0.2,1,-27.9,27.7,65.6,109.8,98.1,981.5,10.3,89.1,1,N,N,N,N
22.2,-0.8,0.6,-0.2,1,-31.6,34.8,64.1,117.9,101.9,981.5,10.3,89.1,1,N,N,N,N
22.3,-0.8,0.6,-0.2,1,-27.7,34.8,64.1,117.9,101.9,981.5,8.7,89.1,1,N,N,N,N
22.4,-0.8,0.6,-0.2,0.9,-29,31.6,65.6,115.4,100.3,981.5,9,89.1,1,N,N,N,N
22.4,-0.7,0.5,-0.1,0.9,-32.6,29.6,66.7,114.5,99.5,981.5,9,89.1,1,N,N,N,N
22.5,-0.7,0.5,-0.1,0.9,-29,29.6,66.7,114.5,99.5,981.5,8.8,89.1,1,N,N,N,N
22.6,-0.7,0.5,-0.1,1.1,-28.6,24.5,67.9,108.5,96.9,981.4,9.9,89.1,1,N,N,N,N
22.6,-0.8,0.6,-0.1,1,-32,22.9,70.1,105.9,95.4,981.4,9.9,89.1,1,N,N,N,N
22.7,-0.8,0.6,-0.1,1,-27.2,22.9,70.1,105.9,95.4,981.3,10.2,89,1,N,N,N,N
22.8,-0.8,0.6,-0.1,1,-26.8,18,70.3,101,93.7,981.3,9.1,89,1,N,N,N,N
22.8,-0.8,0.5,0,1,-30,12.1,71.4,94.5,91.5,981.3,9.1,89,1,N,N,N,N
22.9,-0.8,0.5,0,1,-28.1,12.1,71.4,94.5,91.5,981.3,10.5,89,1,N,N,N,N
23,-0.8,0.5,0,1,-28.8,10.6,70.8,92.4,90.8,981.2,9.8,89,1,N,N,N,N
23,-0.8,0.6,0,1,-32,12.1,70.4,92.5,90.9,981.2,9.8,89,1,N,N,N,N
23.1,-0.8,0.6,0,1,-30.8,12.1,70.4,92.5,90.9,981.3,6.6,89,1,N,N,N,N
23.2,-0.8,0.6,0,1,-32.2,15.5,68.9,96.8,92.4,981.4,4.7,89,1,N,N,N,N
23.2,-0.8,0.7,-0.1,1.1,-35.7,16.1,67.5,100.3,94,981.4,4.7,89,1,N,N,N,N
23.3,-0.8,0.7,-0.1,1.1,-35.3,16.6,67.6,101.3,94.3,981.4,2.6,89.1,1,N,N,N,N
23.4,-0.8,0.7,-0.1,1,-35.6,17.6,69.4,103.7,94.8,981.5,0,89.1,1,N,N,N,N
23.4,-0.7,0.7,0,1,-38.9,17.8,68.4,103.6,95,981.5,0,89.1,1,N,N,N,N
23.5,-0.7,0.7,0,1,-37.7,17.8,68.4,103.6,95,981.5,-0.3,89.1,1,N,N,N,N
23.6,-0.7,0.7,0,1.2,-38,10.9,68.4,95.8,92.1,981.6,-2.8,89.2,1,N,N,N,N
23.6,-0.7,0.7,0,1,-41.1,13,67.4,97.1,92.7,981.6,-2.8,89.2,1,N,N,N,N
23.7,-0.7,0.7,0,1,-38.7,13,67.4,97.1,92.7,981.7,-3.5,89.2,1,N,N,N,N
23.8,-0.7,0.7,0,1,-38.1,12.9,67.3,97.2,92.8,981.7,-4.3,89.2,1,N,N,N,N
23.8,-0.5,0.7,0,0.9,-41.2,11.2,66.7,95.4,92.1,981.7,-4.3,89.2,1,N,N,N,N
23.9,-0.5,0.7,0,0.9,-37.6,11.2,66.7,95.4,92.1,981.7,-2.7,89.2,1,N,N,N,N
24,-0.5,0.7,0,0.9,-37.2,7.2,66.7,91.6,90.6,981.9,-7.4,89.2,1,N,N,N,N
24,-0.8,0.7,0,1,-40.6,3.7,67.6,88.3,89.3,981.9,-7.4,89.2,1,N,N,N,N
24.1,-0.8,0.7,0,1,-37.1,3.7,67.6,88.3,89.3,981.8,-4.7,89.2,1,N,N,N,N
24.2,-0.8,0.7,0,1.2,-36.2,6.4,66.2,90.2,90.1,981.8,-4.9,89.2,1,N,N,N,N
24.2,-0.8,0.8,0,1.1,-39.6,15.9,66.9,98.8,93.4,981.8,-4.9,89.2,1,N,N,N,N
24.3,-0.8,0.8,0,1.1,-34.6,15.9,66.9,98.8,93.4,981.8,-3.7,89.2,1,N,N,N,N
24.4,-0.8,0.8,0,1.2,-34.7,16.5,67.6,97.7,92.9,981.8,-4.4,89.3,1,N,N,N,N
24.4,-0.8,0.5,0.2,0.9,-37.6,21.9,70.6,102.6,94.2,981.8,-4.4,89.3,1,N,N,N,N
24.5,-0.8,0.5,0.2,0.9,-33.2,21.9,70.6,102.6,94.2,981.9,-4.9,89.3,1,N,N,N,N
24.6,-0.8,0.5,0.2,0.8,-31.8,21.3,70.4,100.1,93.4,981.9,-5.2,89.3,1,N,N,N,N
24.6,-0.6,0.6,0.1,0.9,-34.7,15.6,68.4,93.6,91.3,981.9,-5.2,89.3,1,N,N,N,N
24.7,-0.6,0.6,0.1,0.9,-31.5,15.6,68.4,93.6,91.3,982,-6.6,89.3,1,N,N,N,N
24.8,-0.6,0.6,0.1,1,-31.4,12.8,70.6,91.3,90.4,981.9,-4.1,89.3,1,N,N,N,N
24.8,-0.8,0.7,0,1.1,-34.7,8.9,71.3,87.9,89.3,981.9,-4.1,89.3,1,N,N,N,N
24.9,-0.8,0.7,0,1.1,-30.3,8.9,71.3,87.9,89.3,981.9,-2.9,89.3,1,N,N,N,N
25,-0.8,0.7,0,1,-30.9,9.5,68.8,91.5,90.5,981.9,-3.8,89.3,1,N,N,N,N
25,-0.7,0.8,0,1.1,-34.3,5.6,65.8,91.5,90.6,981.9,-3.8,89.3,1,N,N,N,N
25.1,-0.7,0.8,0,1.1,-30.8,5.6,65.8,91.5,90.6,981.9,-3.5,89.3,1,N,N,N,N
25.2,-0.7,0.8,0,1.1,-29.7,1.6,64.8,87.6,89,981.9,-3.6,89.3,1,N,N,N,N
25.2,-0.6,0.9,0.1,1,-32.4,-0.4,63.9,84.5,87.6,981.9,-3.6,89.3,1,N,N,N,N
25.3,-0.6,0.9,0.1,1,-29.4,-0.2,63.7,84.5,87.5,981.9,-3.1,89.3,1,N,N,N,N
25.4,-0.6,0.9,0.1,0.9,-27.8,-4.7,62.8,79.5,85.2,981.9,-3.1,89.3,1,N,N,N,N
25.4,-0.6,0.6,0.1,0.9,-30.7,-4.8,63.9,78.4,84.9,981.9,-3.1,89.3,1,N,N,N,N
25.5,-0.6,0.6,0.1,0.9,-28.5,-4.8,63.9,78.4,84.9,982,-4,89.3,1,N,N,N,N
25.6,-0.6,0.6,0.1,1.1,-28.1,-5.3,62.4,77.3,84.2,981.9,-2.7,89.3,1,N,N,N,N
25.6,-0.6,0.8,0,1,-31.2,-1.5,61.7,80.6,85.6,981.9,-2.7,89.3,1,N,N,N,N
25.7,-0.6,0.8,0,1,-26.9,-1.5,61.7,80.6,85.6,981.9,-1.6,89.3,1,N,N,N,N
25.8,-0.6,0.8,0,1,-25.7,3,63,85.3,87.8,981.9,-0.5,89.3,1,N,N,N,N
25.8,-0.5,0.9,0,1,-29,9.4,60.2,90.4,90.2,981.9,-0.5,89.3,1,N,N,N,N
25.9,-0.5,0.9,0,1,-26.1,9.4,60.2,90.4,90.2,981.9,-1.6,89.3,1,N,N,N,N
26,-0.5,0.9,0,1.1,-26.6,16.8,60.1,95,92.5,981.9,-1.2,89.3,1,N,N,N,N
26,-0.5,0.8,0.1,1,-29.5,18.8,61.8,95.3,92.5,981.9,-1.2,89.3,1,N,N,N,N
26.1,-0.5,0.8,0.1,1,-25.9,18.8,61.8,95.3,92.5,981.9,-1.7,89.3,1,N,N,N,N
26.2,-0.5,0.8,0.1,0.9,-25.1,16.2,63.8,93,91.3,981.8,0.7,89.3,1,N,N,N,N
26.2,-0.6,0.8,0.1,1,-27.7,10,64.2,86.6,88.5,981.8,0.7,89.3,1,N,N,N,N
26.3,-0.6,0.8,0.1,1,-24.8,10,64.2,86.6,88.5,981.9,0.3,89.3,1,N,N,N,N
26.4,-0.6,0.8,0.1,1,-24.9,3.1,60.5,81.7,85.9,981.9,0.3,89.3,1,N,N,N,N
26.4,-0.7,0.7,0.1,1,-27.8,-1,61.9,79.4,85,981.9,0.3,89.3,1,N,N,N,N
26.5,-0.7,0.7,0.1,1,-25.8,-1,61.9,79.4,85,982,-2.5,89.3,1,N,N,N,N
26.6,-0.7,0.7,0.1,1,-26.7,-3.7,62.4,78.7,84.8,981.9,-0.2,89.3,1,N,N,N,N
26.6,-0.7,0.8,0,1.1,-29.9,-4.9,62.5,79.8,85.3,981.9,-0.2,89.3,1,N,N,N,N
26.7,-0.7,0.8,0,1.1,-25.8,-4.9,62.5,79.8,85.3,981.9,0.4,89.3,1,N,N,N,N
26.8,-0.7,0.8,0,1.1,-25.3,-9.6,65.3,77.5,84.8,981.8,1,89.3,1,N,N,N,N
26.8,-0.7,0.9,0.1,1.1,-28.1,-19.2,66.7,69.5,82,981.8,1,89.3,1,N,N,N,N
26.9,-0.7,0.9,0.1,1.1,-25.3,-19.2,66.7,69.5,82,981.9,-1.3,89.3,1,N,N,N,N
27,-0.7,0.9,0.1,0.9,-25.7,-27,65.3,64.2,79.4,981.8,2,89.2,1,N,N,N,N
27,-0.7,0.8,0,1.1,-28.9,-25.9,63.5,66.6,79.7,981.8,2,89.2,1,N,N,N,N
27.1,-0.7,0.8,0,1.1,-24.2,-25.9,63.5,66.6,79.7,981.8,2.3,89.2,1,N,N,N,N
27.2,-0.7,0.8,0,1,-24.1,-24.8,64.4,68.8,80.9,981.7,3.2,89.2,1,N,N,N,N
27.2,-0.7,0.7,0,1,-27.3,-22.6,65.7,71.1,82.3,981.7,3.2,89.2,1,N,N,N,N
27.3,-0.7,0.7,0,1,-24.4,-23.5,65.7,70.7,82.1,981.8,2,89.2,1,N,N,N,N
27.4,-0.7,0.7,0,0.9,-25.4,-18.8,67.3,73.8,83.7,981.7,3.1,89.2,1,N,N,N,N
27.4,-0.8,0.7,0,1,-28.8,-14.1,68.8,77.1,85.3,981.7,3.1,89.2,1,N,N,N,N
27.5,-0.8,0.7,0,1,-26.5,-14.1,68.8,77.1,85.3,981.8,0.3,89.2,1,N,N,N,N
27.6,-0.8,0.7,0,1.1,-27.3,-9.3,70.2,80,86.6,981.7,1.9,89.2,1,N,N,N,N
27.6,-0.9,0.7,0,1.1,-30.6,-5.6,71.2,81.5,87.2,981.7,1.9,89.2,1,N,N,N,N
27.7,-0.9,0.7,0,1.1,-27.4,-5.6,71.2,81.5,87.2,981.7,2.8,89.2,1,N,N,N,N
27.8,-0.9,0.7,0,1,-27.1,-4.1,72.5,81.9,87.5,981.7,2.2,89.2,1,N,N,N,N
27.8,-0.8,0.6,0.1,1,-30.2,-2.3,73,83,87.9,981.7,2.2,89.2,1,N,N,N,N
27.9,-0.8,0.6,0.1,1,-27.2,-2.3,73,83,87.9,981.8,1.2,89.2,1,N,N,N,N
28,-0.8,0.6,0.1,1,-28.1,-1.9,72.9,82.8,87.8,981.7,2,89.2,1,N,N,N,N
28,-0.8,0.5,0,0.9,-31.3,3.3,73.7,87.7,89.3,981.7,2,89.2,1,N,N,N,N
28.1,-0.8,0.5,0,0.9,-27.4,3.3,73.7,87.7,89.3,981.8,0.8,89.2,1,N,N,N,N
28.2,-0.8,0.5,0,0.9,-29.4,5.4,73.8,89.2,89.8,981.8,0.2,89.2,1,N,N,N,N
28.2,-0.9,0.5,-0.1,1,-32.8,11.2,73.8,94.4,91.3,981.8,0.2,89.2,1,N,N,N,N
28.3,-0.9,0.5,-0.1,1,-29.5,11.2,73.8,94.4,91.3,981.8,-0.8,89.2,1,N,N,N,N
28.4,-0.9,0.5,-0.1,1,-30.7,18.4,73.1,101.3,93.3,981.8,-0.1,89.2,1,N,N,N,N
